,folio_ticket,carga_servidor,experiencia_agente,tiempo_diagnostico,es_cliente_premium,prioridad,canal_entrada,tiempo_resolucion_horas
673,TK-100673-4328,59.3383542177691,7.077021321660345,32.799028573959625,0,,1.0,29.613621290896447
674,TK-100674-8293,50.77976202422461,1.6344649405482428,32.45791284786083,0,0.0,,33.30831621787254
675,TK-100675-4006,93.67839626814548,4.300662604670583,35.93262809609971,1,0.0,2.0,39.6308115927437
676,TK-100676-7958,28.402917662603926,5.342763001865104,43.572127484648306,0,0.0,3.0,27.834152157189664
677,TK-100677-8972,49.83916992843062,5.808593698313062,22.94772775847681,1,,2.0,28.37879974657495
678,TK-100678-5143,92.71028249565266,4.082347952256411,19.275552868187958,1,,3.0,28.19762256345555
679,TK-100679-6517,84.91303444204851,5.061993821070514,30.30307783503882,0,1.0,3.0,36.191311708537945
680,TK-100680-2218,81.28040532119599,0.5210107638566184,0.0,1,1.0,0.0,20.670276233317043
681,TK-100681-9018,39.342712028370485,3.815152857799073,31.60134921979489,1,,1.0,
682,TK-100682-9916,32.816569054254934,5.8163156825980415,39.019997569034324,1,2.0,3.0,19.814841474777797
683,TK-100683-2344,70.14824149433232,3.231870738341577,27.87400909158189,0,1.0,1.0,36.04726726702373
684,TK-100684-1137,89.70319918456893,5.106171598861275,23.58538738574926,1,1.0,2.0,
685,TK-100685-5450,61.75721697604473,5.804370501444857,35.55469729372278,1,2.0,2.0,32.34513325601892
686,TK-100686-5906,62.87095171024249,4.383411438456023,41.90034787692136,0,1.0,3.0,34.88089271952876
687,TK-100687-3759,40.998432024521314,5.306834787793828,21.4402124918671,0,1.0,1.0,22.179170466939357
688,TK-100688-1058,77.71196998939527,3.2670813824876976,41.561859186447876,0,0.0,2.0,
689,TK-100689-1770,34.028281141814254,4.628099696547116,41.53844962990661,0,,2.0,36.75030820057678
690,TK-100690-1388,44.27594273031828,6.0983891052606,42.632680817253025,0,0.0,0.0,33.016678717176504
691,TK-100691-4422,51.90773289623126,5.282551329743182,44.74784171897349,0,0.0,0.0,41.09363268115798
692,TK-100692-8012,58.070778401334124,3.944243714784916,52.616111397276924,1,2.0,1.0,36.41531894020086
693,TK-100693-5852,38.18072993113102,5.403589527723428,32.15126361104756,0,1.0,3.0,
694,TK-100694-1595,28.612761855440265,6.286297623145913,35.87657264062287,0,2.0,1.0,27.618158712451883
695,TK-100695-9627,65.79650318312244,1.3101056985605397,31.668492534015797,1,1.0,1.0,33.76027531045611
696,TK-100696-2982,41.64729149301918,7.086333316920616,35.01581475804649,0,2.0,2.0,29.230009672090638
697,TK-100697-9965,63.59286660669592,4.39474147037407,47.262986845090495,1,1.0,3.0,31.414328260400254
698,TK-100698-9209,31.577203645565174,5.765881879832414,24.23988412855465,0,1.0,3.0,21.368855728728597
699,TK-100699-5330,56.08550763911131,7.15504446256141,0.0,0,1.0,1.0,11.45463161063738
700,TK-100700-6429,59.94420744136894,2.5309873449851614,46.01744749203649,0,0.0,2.0,45.494199584527166
701,TK-100701-2692,23.88676526168202,3.723006195630416,43.160292055216715,1,1.0,2.0,35.21719862022613
702,TK-100702-3770,45.24532086454404,4.480612347423731,32.094946825463374,1,1.0,2.0,26.80661262108603
703,TK-100703-5376,30.08110077042307,3.5892436619760293,41.83521600896576,1,0.0,0.0,26.391490660145408
704,TK-100704-5926,24.75312278545758,8.122885836506256,37.72972673993627,1,1.0,2.0,19.28956128396809
705,TK-100705-4267,94.24701742924589,3.457810231111773,0.0,0,0.0,3.0,23.133120713967052
706,TK-100706-8564,44.17653837310422,4.00001579692364,35.59607675061418,0,,1.0,31.38831210619934
707,TK-100707-2695,80.7405834390976,5.367900256885358,43.20505691098066,0,1.0,0.0,
708,TK-100708-2586,39.09804910728229,2.83613085306304,56.13609528394096,0,2.0,0.0,34.263355998151525
709,TK-100709-5680,71.11270416679469,4.287774718838725,39.78479324037973,0,1.0,1.0,45.12596247449554
710,TK-100710-6447,77.0170894917265,5.571415870250315,35.39462532635875,0,1.0,,35.27747339531556
711,TK-100711-6460,64.67290554558832,4.400851272111479,40.77957588176783,1,2.0,2.0,
712,TK-100712-8965,55.36821414126188,4.831903653980093,32.07775313436892,0,1.0,2.0,32.17600112412708
713,TK-100713-3268,50.888068561045145,4.047202197592933,54.103741644197854,0,1.0,0.0,43.25767595124164
714,TK-100714-8249,46.16511999072465,2.2739534434746194,36.44056830156785,0,0.0,2.0,39.51038592474866
715,TK-100715-8461,89.71468581858694,5.578867780410629,32.8165334381959,0,1.0,3.0,
716,TK-100716-4486,82.2964555840797,8.158879528965034,28.31448795983971,0,1.0,1.0,31.438357894274265
717,TK-100717-6801,92.37701829998845,5.033122935410189,43.77776153285151,1,1.0,3.0,38.11678989895966
718,TK-100718-3749,29.322291761415855,5.40547541104559,41.93749930262191,0,2.0,,30.76623000360063
719,TK-100719-8785,74.81506064027332,6.246900959210347,31.021165028687253,1,1.0,2.0,31.36123365881157
720,TK-100720-7975,90.37553426157784,2.7152051062159415,39.61161076097938,0,0.0,1.0,48.21914126483973
721,TK-100721-2405,33.59247996242451,8.06452638463329,22.93155225429715,0,2.0,1.0,12.351063293570022
722,TK-100722-4575,24.987220052508313,5.364191833561043,36.47976460058525,0,1.0,0.0,22.079983673182994
723,TK-100723-3727,75.58404869675442,7.937342418360396,38.62205081661356,0,2.0,2.0,37.55223809458892
724,TK-100724-7487,63.085483488493395,3.680540608056819,48.65863847647378,0,,3.0,40.71358577470504
725,TK-100725-7291,83.1371582568704,8.272511460604084,28.833449578170484,1,0.0,2.0,
726,TK-100726-3501,30.48292824697171,6.39527988926261,24.773178969581405,1,1.0,2.0,19.993141449805734
727,TK-100727-1937,79.64504838949176,5.995472154534245,27.836576312599668,0,1.0,2.0,35.494404212682255
728,TK-100728-2755,35.12204900358084,5.421244017835666,24.30745199748064,1,0.0,0.0,18.06629555692802
729,TK-100729-4390,32.27419571492784,4.552648487465991,45.693258862071865,1,1.0,2.0,31.64255524166041
730,TK-100730-6816,32.31993484482447,7.160956985252971,47.389114360192295,1,1.0,2.0,32.37598855316365
731,TK-100731-2216,81.09310401735365,5.2526477657264845,37.56173262359063,0,,2.0,
732,TK-100732-2203,69.889791552215,1.4592745335431259,44.770359565481186,1,0.0,3.0,41.67748906730502
733,TK-100733-2890,59.22990685768395,2.9890643689273957,36.071667044641885,0,1.0,,28.306172053509755
734,TK-100734-9582,46.91228630926268,4.665477646053055,34.23910681839387,0,0.0,2.0,38.76461402249718
735,TK-100735-8688,85.79004056098312,5.557998169697999,32.3356990475699,0,1.0,,38.47503642074194
736,TK-100736-7500,49.43338305669765,4.898140719980187,32.516872068979474,1,0.0,0.0,28.172608927109692
737,TK-100737-7716,81.24495796036828,7.194147421628594,22.617587549527748,0,0.0,2.0,35.37886163098879
738,TK-100738-4746,52.935118142766385,1.4880166447304752,37.114038108858715,0,1.0,2.0,45.1518455852814
739,TK-100739-9290,48.270832206868064,5.258458285709288,0.0,0,0.0,3.0,13.921710049439497
740,TK-100740-3195,54.700983925220484,1.7276373943031214,40.962885792623005,0,,2.0,36.779976725323664
741,TK-100741-5665,42.603340562310656,6.367482131871503,35.74818797150888,0,2.0,2.0,25.850395227092896
742,TK-100742-8349,76.07070351321883,4.829974314004395,33.69837038744726,1,1.0,3.0,
743,TK-100743-5398,57.70402925693594,5.7552979496434125,28.030455759938953,0,1.0,0.0,26.9753915452753
744,TK-100744-4629,37.4159521360113,3.445010670938421,35.57722589457409,1,2.0,1.0,28.721309882779046
745,TK-100745-8766,87.46809299559264,7.303036876983953,40.9058978465293,1,2.0,1.0,32.30162486295665
746,TK-100746-7147,48.79184160299086,6.875104395305932,25.853288071329114,0,2.0,1.0,23.812014946833486
747,TK-100747-2063,60.766464583549144,6.050379745421398,35.699790029445914,0,0.0,2.0,35.046243649668455
748,TK-100748-9830,87.98540832234102,4.766868955645807,36.86434361223587,1,1.0,,37.0579663290003
749,TK-100749-9743,66.8178496935494,6.043743113531238,29.255481731053884,0,2.0,1.0,25.14525287013638
750,TK-100750-4275,28.767353053127305,3.727593377622772,30.297149560736,0,2.0,3.0,19.09874401648768
751,TK-100751-1976,90.48740927101063,6.540000186237282,36.84488679012971,1,1.0,3.0,27.64936736301952
752,TK-100752-5069,67.07810398035633,7.969065609783058,25.932631853659018,0,0.0,2.0,27.846507745304933
753,TK-100753-7402,45.11792109928146,6.927099007962536,37.79938972199514,0,2.0,2.0,33.75929672523647
754,TK-100754-1345,30.445405449754045,3.6867155543466628,27.8371650107264,0,1.0,,25.518358405143424
755,TK-100755-5942,79.5518891952722,5.6505511710915854,43.50282954426573,1,1.0,0.0,43.86238109369742
756,TK-100756-3942,66.50545669463851,2.672345221234434,53.702621963106395,1,1.0,2.0,48.2805637219048
757,TK-100757-8404,60.00958189822411,6.030302560116216,28.11394558638544,1,1.0,0.0,24.082540113137497
758,TK-100758-2076,87.04194372882182,5.81108614315257,39.2736628989974,1,0.0,0.0,34.21968775330977
759,TK-100759-4770,79.14479084183981,1.6343305888421047,29.186064760943847,0,1.0,2.0,42.438130901666725
760,TK-100760-6652,31.375615979956336,2.908789080957745,43.32763339038232,0,2.0,2.0,
761,TK-100761-9424,43.37915508466612,4.4903499858612195,24.87793272731828,0,1.0,2.0,28.468720376167578
762,TK-100762-9048,38.63668548608493,4.458452455146513,38.8446940674217,0,1.0,2.0,42.64929579320779
763,TK-100763-1450,75.79597194295077,2.8229415162461504,28.016088264885177,1,2.0,2.0,31.876413976748655
764,TK-100764-1350,22.514932605183454,5.700161712833931,33.34412328721305,0,1.0,2.0,30.999581600356507
765,TK-100765-5004,62.74172636534874,5.452652496092922,26.751797798821542,0,1.0,0.0,25.35428726442546
766,TK-100766-5678,77.18440143055179,4.650315562438665,41.57880376716603,1,1.0,,34.07619018302336
767,TK-100767-1244,85.75742275713121,3.639575299714947,28.304157164483303,1,0.0,2.0,42.44853408399803
768,TK-100768-5645,45.65613115369306,6.887672827549814,0.0,0,0.0,3.0,6.5719950412416726
769,TK-100769-5734,81.59429785040096,7.979732803558932,32.24721577390134,0,1.0,1.0,38.78460859843798
770,TK-100770-1440,28.29738027164054,4.129589329076233,34.0842210256091,0,2.0,3.0,25.507598624455248
771,TK-100771-6915,83.48392188008887,3.898099549121323,36.18204725920103,1,1.0,2.0,37.06211214434818
772,TK-100772-1411,29.561649674898682,5.884173797741593,28.90540262672921,1,0.0,,22.55528304605948
773,TK-100773-1813,49.79654679202754,4.3555471164554245,36.68293690832709,0,1.0,3.0,33.33000053127854
774,TK-100774-5678,79.79715243346652,4.749085038806179,47.24267651483529,0,0.0,1.0,49.01348736126756
775,TK-100775-2730,31.243807051158033,6.331375673104409,28.775241713338286,1,1.0,1.0,16.141943244147843
776,TK-100776-7643,37.193854642448116,1.5631590424868729,44.37448114619076,0,0.0,2.0,41.043656087586726
777,TK-100777-2974,74.16894262947997,7.372944184734805,46.984781067902276,0,2.0,3.0,34.10195033231636
778,TK-100778-1549,74.00274024095557,5.130824943792814,28.47076008777565,0,0.0,1.0,35.09912107179709
779,TK-100779-2937,68.0860724663973,4.259312339788075,23.359563159275584,1,0.0,1.0,30.85409426645943
780,TK-100780-1203,72.0461333350325,4.839378522401392,37.41568720137412,0,1.0,0.0,36.27278073697971
781,TK-100781-4588,60.70433325106971,4.932372839036934,30.620739817865015,0,0.0,,
782,TK-100782-8083,38.88492941802146,1.8838376537991341,49.94882575330402,0,1.0,2.0,45.35112982802
783,TK-100783-3536,45.92719951279396,7.690888809415824,35.27846032399866,1,2.0,0.0,22.77273975505466
784,TK-100784-6788,33.61982876010693,5.074386138087113,28.582404735718566,1,0.0,3.0,22.36199975955304
785,TK-100785-9298,88.13379210002212,5.797403834805276,25.82272391190631,0,1.0,1.0,36.85203830444999
786,TK-100786-4811,63.75438460745904,6.712789587033277,43.719239672726644,0,2.0,1.0,38.46779000854906
787,TK-100787-3701,50.06385625727299,3.1619075763914593,0.0,0,1.0,2.0,18.594745272324698
788,TK-100788-8825,54.65043527330995,5.852249418263411,35.350630395683424,0,2.0,3.0,
789,TK-100789-6974,91.04625047088615,4.5182460363821715,42.64642196089984,1,0.0,,39.93907911904784
790,TK-100790-4936,31.501355233706015,6.5241873953896885,0.0,0,,3.0,7.630073724997213
791,TK-100791-5090,63.967237401259794,1.170990643367308,34.63256937007871,0,0.0,3.0,38.27989017521862
792,TK-100792-7956,57.94165091633495,4.8216302595657154,34.86745272141984,0,1.0,2.0,36.63537636182846
793,TK-100793-3546,65.85906765759859,3.914922819588869,40.46659609212873,1,1.0,2.0,34.083106918070975
794,TK-100794-4736,21.35826378656304,5.77807331114148,39.72595468408261,0,0.0,,29.51690496323222
795,TK-100795-2672,85.40929317081137,5.846079537262764,33.23909014996137,0,1.0,2.0,41.7993354685082
796,TK-100796-1401,89.90887118627093,3.726273389320353,35.509192491972144,0,0.0,1.0,
797,TK-100797-9793,62.38498876919067,3.7180870444831218,32.025767907812096,0,2.0,2.0,36.4262679664891
798,TK-100798-5313,72.24881179076692,4.800802336596807,23.179100744644444,0,0.0,2.0,34.07728385636771
799,TK-100799-7352,89.18745358829717,3.386043990832625,37.060806859185035,0,0.0,2.0,46.46320104793335
800,TK-100800-9479,73.04289757350489,6.515570651813828,50.137534086664544,0,1.0,1.0,46.219531946647784
801,TK-100801-1087,31.4404282185696,4.335427039194597,27.930246874471496,0,0.0,2.0,28.270266228616215
802,TK-100802-8146,63.221627012510986,0.2,0.0,0,1.0,2.0,23.42825519307493
803,TK-100803-7279,65.50362847871419,4.325320298080749,28.03417782685007,0,1.0,3.0,27.132240707124065
804,TK-100804-3205,51.80980034767895,3.13062112248085,40.79673422978498,1,2.0,2.0,33.20373385968999
805,TK-100805-3967,75.23331767185421,2.063703532170298,38.58788363357152,1,1.0,2.0,39.86137257038782
806,TK-100806-5250,90.0775261076761,2.7726320511993694,33.73169846066835,0,1.0,3.0,38.605631706211184
807,TK-100807-4534,89.41763846800822,5.196935249299346,27.65584750688828,0,,2.0,
808,TK-100808-9411,53.81295285530991,7.391553490846816,35.73901433311939,0,2.0,1.0,32.74019358487584
809,TK-100809-4238,28.492853438056642,5.563732052956964,22.483022981313567,1,1.0,0.0,12.634075888365789
810,TK-100810-9513,93.86308992217509,3.9082939012116684,0.0,1,1.0,0.0,16.144788572053436
811,TK-100811-3738,82.91735648344506,5.820627551307265,41.97219508870347,1,1.0,2.0,38.20588522941578
812,TK-100812-5936,29.349701090245013,4.173637441605814,24.990406906930577,0,1.0,1.0,28.860238718190143
813,TK-100813-2836,89.06314119630292,3.74971933550634,22.73985378536269,0,2.0,0.0,30.628286124211126
814,TK-100814-3559,85.24222715465962,2.922147197180628,47.63550313355888,0,,,53.13208459308527
815,TK-100815-2568,58.912854284455406,1.8467081478469054,30.10592288396332,1,0.0,2.0,30.989840460854595
816,TK-100816-5720,64.34565768086969,4.298137328192999,44.08758276755057,0,0.0,0.0,
817,TK-100817-8957,49.925202790259775,5.284496281856237,33.76801867841735,0,0.0,1.0,36.38644362401912
818,TK-100818-9544,24.10712291165235,4.826077393973199,33.70436146446938,1,0.0,1.0,26.33224002461402
819,TK-100819-7525,45.13979312344257,4.251259529694755,38.50730159597316,0,0.0,3.0,35.89910832956725
820,TK-100820-8935,80.21400864485085,3.297657090745794,27.928009146028476,1,1.0,0.0,28.789872727192748
821,TK-100821-9221,20.347401725345215,6.094843145032943,36.059977147965164,0,0.0,2.0,34.40975028846019
822,TK-100822-8514,45.01243787683582,2.629162544096147,31.94808468140726,0,1.0,,35.91538471054682
823,TK-100823-8065,49.86265201932075,6.396850244918255,24.436052452759746,0,0.0,1.0,26.150370237274714
824,TK-100824-7737,60.304670220344214,3.1960093659318956,37.69985659781119,1,0.0,0.0,32.91804296513752
825,TK-100825-3540,88.98917123095704,3.645616572764537,32.893537544976674,1,1.0,2.0,42.5949100153451
826,TK-100826-4819,45.975949577447096,2.359786656891781,33.743801372442334,0,2.0,2.0,38.74173412770577
827,TK-100827-9686,46.021490142217075,4.097476135605854,25.31871245268674,1,1.0,2.0,24.223608630389947
828,TK-100828-9023,75.31259360823113,6.755562425260362,47.731202942102435,0,1.0,0.0,38.44119310603793
829,TK-100829-1834,53.91634556673554,5.928130559199122,42.01371349108893,0,1.0,1.0,35.35337412449084
830,TK-100830-4324,36.845361720498644,6.7611598016504635,42.713247073375825,0,0.0,2.0,31.977707704963073
831,TK-100831-1629,53.932963709952006,5.9398565826810845,32.55644238046654,0,1.0,2.0,29.73019303837806
832,TK-100832-3986,30.56427652848499,3.0133943086453354,21.16653688397264,0,0.0,0.0,20.514669590681642
833,TK-100833-9221,33.22902398796675,4.404579396210397,50.623339059916084,0,1.0,1.0,36.735172830023004
834,TK-100834-9079,57.37758295546098,3.595641567588567,34.51121993595306,0,1.0,0.0,32.89031135349054
835,TK-100835-8933,51.41940871284109,7.395034827270273,29.00960163183957,1,1.0,2.0,25.53937687070839
836,TK-100836-4782,88.6134425801075,2.8457804364326393,0.0,1,0.0,2.0,
837,TK-100837-9998,47.179542433747486,6.6086558409004,44.336966304026376,1,1.0,0.0,26.4521999739922
838,TK-100838-7485,63.54412627085326,6.607316966195785,34.81559555131627,0,0.0,1.0,38.110707117972346
839,TK-100839-6406,67.41982159396477,8.293316363088957,45.228601343514995,0,0.0,2.0,40.417352457463636
840,TK-100840-4468,20.982084244125023,4.262564133266904,43.66399950813495,0,1.0,0.0,30.52850680453915
841,TK-100841-8144,69.76530290125329,6.2821798872442915,26.388950500783533,0,1.0,3.0,28.057519909463203
842,TK-100842-9412,33.352697515231355,9.106973305769916,29.60967915472419,0,0.0,0.0,17.992275056229154
843,TK-100843-6275,92.08027381020914,3.888244981519346,42.66029730623814,0,1.0,2.0,48.51894806499756
844,TK-100844-6867,31.14970458148347,2.2369275544417526,13.299099489516497,1,,1.0,15.736495103210162
845,TK-100845-7516,51.09680927952678,1.6159819389660255,33.80435445468009,0,0.0,0.0,37.327996085654085
846,TK-100846-5626,26.40122510589829,6.2828816519503965,23.553350387002624,0,1.0,3.0,17.534611181296114
847,TK-100847-3262,94.76556888844605,1.6103296254945492,31.1875695885318,0,0.0,3.0,48.144470542752
848,TK-100848-3414,57.664625774843195,4.329825704711739,32.609439287766364,1,1.0,1.0,28.20581344933524
849,TK-100849-6240,64.65387629900329,5.787163736670129,32.134044976739936,0,0.0,0.0,30.77383512201795
850,TK-100850-6122,25.03073580413206,5.333315966293846,30.58190998309913,0,2.0,0.0,19.05618219662139
851,TK-100851-5993,76.24703527993833,5.76580075553151,26.22285080296949,0,1.0,2.0,31.56164202790355
852,TK-100852-9964,35.74291948216893,5.400121740441537,53.33529013454949,0,1.0,2.0,
853,TK-100853-3492,87.35407170805352,7.301958463964108,49.93969603329081,0,0.0,2.0,51.99526516232531
854,TK-100854-9211,35.385473036150536,3.2858305146701654,25.703473437949736,1,,1.0,25.824811663744818
855,TK-100855-9997,34.30157904977499,3.7814087507746437,47.656934010428536,1,2.0,1.0,31.1356685525172
856,TK-100856-3175,22.741225088607116,3.6092129985125165,31.804276076217178,0,,2.0,26.757650040341026
857,TK-100857-3405,55.40502088324995,6.494345261352699,36.033499786653685,1,2.0,2.0,29.912360997180492
858,TK-100858-4363,62.36308499469623,6.620717459111114,34.49380832082467,0,0.0,2.0,34.59541979172264
859,TK-100859-8341,24.928147957126427,5.812205574773315,29.722010869968273,0,1.0,1.0,26.258321374303865
860,TK-100860-8900,78.1645712521258,7.130288600401871,42.870818748849175,0,,2.0,41.70099587932135
861,TK-100861-2605,53.99666260610207,2.8795264387225146,36.00709224461326,1,1.0,0.0,26.020635932176955
862,TK-100862-3557,59.329270199568505,8.001003400792047,31.187588614246067,0,,1.0,31.373753896797396
863,TK-100863-9635,53.05720602036711,7.741829519082065,24.563284449596217,1,0.0,0.0,25.657541127332088
864,TK-100864-3042,50.05722956564945,6.324119595042344,27.851239890247037,0,0.0,1.0,27.4011736759488
865,TK-100865-1778,61.97302484811634,8.207238035787908,21.868959075183227,0,0.0,0.0,22.171281641258275
866,TK-100866-4159,31.643018444803438,2.018078226180007,35.09778838732136,0,2.0,3.0,27.935429233850073
867,TK-100867-7395,33.644609787145335,4.055993354727226,25.42667526172483,1,2.0,0.0,18.676879499923224
868,TK-100868-2746,84.63392157601379,3.676453770772486,32.87551589985167,0,1.0,,42.87952792169241
869,TK-100869-6974,90.95865966002245,6.298662782763218,45.96081482888297,1,1.0,1.0,47.123225171672864
870,TK-100870-6150,47.99819872098147,3.109746668716138,44.594396583372685,0,1.0,3.0,35.40405620569013
871,TK-100871-1420,40.305850485766534,6.363491268807474,34.741784847179055,0,1.0,,28.33195349720213
872,TK-100872-3108,68.29996574292619,7.466965059194084,34.3033221908548,0,0.0,2.0,32.06250528362037
873,TK-100873-5674,50.65506283235723,6.251365220151198,50.038996395368066,0,1.0,2.0,38.94493094326954
874,TK-100874-6345,21.903976674525865,5.510751842590702,39.16604896286969,0,1.0,3.0,25.27175960126275
875,TK-100875-4996,31.71144480246428,3.2218279863786514,32.37754832098781,1,1.0,2.0,33.53319164788585
876,TK-100876-7082,73.69791716355482,3.4756682609743437,23.591855063036384,0,,1.0,33.01750956383215
877,TK-100877-4910,69.41929564326135,7.249314029534,38.150985745317946,1,1.0,2.0,33.95070239518781
878,TK-100878-3626,22.03219943776126,6.402828207029598,41.6345901806629,1,,,25.632157961507847
879,TK-100879-1490,36.64791214497121,4.92976486512042,29.94678780389085,1,1.0,1.0,27.716819460434532
880,TK-100880-6932,37.33060974410536,4.247762817621397,37.32962204110426,1,1.0,0.0,
881,TK-100881-4371,70.39195576990463,1.3535458283995214,32.09141364067977,0,1.0,1.0,37.60396822811632
882,TK-100882-5064,21.478290331577313,3.07246564636801,33.52774080640798,0,,0.0,25.151072600012025
883,TK-100883-6837,27.80814364884304,8.440554356851502,15.09742353950135,1,1.0,2.0,14.812866206502905
884,TK-100884-5989,79.9937064029892,2.6951799721955596,33.22574877027092,1,1.0,0.0,
885,TK-100885-6971,33.39084965407502,5.341063678197945,42.754954419264436,0,1.0,2.0,
886,TK-100886-4380,68.95595808889061,6.813399151751358,29.948779555467535,0,1.0,2.0,34.45960678538372
887,TK-100887-6689,37.863708578504486,2.7411391975958734,35.42021094572253,0,1.0,,33.92934025480197
888,TK-100888-9603,27.458104456950885,5.33247885460595,28.952394346464636,0,,3.0,22.7392655593565
889,TK-100889-8473,38.23791432495906,6.688247967519179,37.88353341034218,0,1.0,2.0,
890,TK-100890-2676,74.17001988917443,5.02249877943305,33.26781441971061,0,1.0,2.0,40.082349519164666
891,TK-100891-8790,84.17723510797143,10.163125500200184,27.486067674543946,0,2.0,2.0,29.595311033515703
892,TK-100892-6282,82.26648984252438,1.9965213340192483,45.66041174132102,1,1.0,2.0,49.22539309732531
893,TK-100893-3711,49.78876472138411,6.905711353790982,42.43145610825772,0,2.0,2.0,
894,TK-100894-1602,70.10638524279847,4.688956872686364,30.160745888574603,1,1.0,2.0,36.2272883083087
895,TK-100895-2937,35.37382215618658,6.389456278706016,38.98230647534222,0,0.0,,36.08633867787351
896,TK-100896-9121,41.986079769575994,5.794352873058642,39.29929602256305,0,2.0,2.0,31.717529482312422
897,TK-100897-9217,87.22518638908399,3.680318845202006,40.138409880089405,0,,2.0,45.80041742914185
898,TK-100898-7812,20.975144263305204,5.412193506426813,21.445952832039378,1,2.0,1.0,17.695694716829493
899,TK-100899-2067,26.413139814085106,1.655777387483083,43.052852328261025,0,1.0,3.0,30.495694069137482
900,TK-100900-6252,35.59146913595205,6.085845501028508,30.44240829659415,1,,0.0,23.452794332982645
901,TK-100901-6863,21.98991529053648,5.536685238782946,32.137376532469865,1,1.0,1.0,20.809703121633373
902,TK-100902-1379,33.607657631734796,6.149588303557584,56.1030540180816,0,1.0,,41.6127865881925
903,TK-100903-6502,63.72811707272691,6.90461298515687,37.41498704576809,1,2.0,2.0,34.09912395389695
904,TK-100904-4182,51.606841294437345,5.66171571237748,31.909420196422595,0,1.0,1.0,31.118650890237884
905,TK-100905-4747,86.95037833077312,5.266560955636897,17.357645017952752,0,,3.0,25.517209357117345
906,TK-100906-6196,81.30826713038306,3.4140769940096742,46.118113071570846,0,1.0,1.0,42.32398945708155
907,TK-100907-6132,45.6363013773407,3.7180026254317085,24.23832263353118,0,1.0,1.0,29.82276924392709
908,TK-100908-7040,39.456757507346936,7.136122316319196,26.97248877200397,0,0.0,2.0,29.31019093976482
909,TK-100909-5120,48.47693061254502,7.5854037302707615,32.349181607297204,0,0.0,1.0,36.40517708786304
910,TK-100910-9737,64.27212068861058,4.5714012146383025,46.331294333602344,0,1.0,1.0,41.142177445006226
911,TK-100911-6259,40.10477306171572,5.082804945055893,41.18591989332607,0,0.0,2.0,
912,TK-100912-9466,66.81116808868505,3.371694125011221,33.73729992127792,0,0.0,1.0,39.783643313784964
913,TK-100913-3922,50.70587391434303,7.1109623214814,37.46633650911057,0,0.0,2.0,39.9327474381053
914,TK-100914-4387,61.403538563898515,6.197750282645202,30.196914457031156,1,2.0,3.0,20.937752956533767
915,TK-100915-6442,52.70948968514875,8.494191385634748,36.117229516522805,0,0.0,2.0,33.99621929196364
916,TK-100916-6552,42.084931965643825,3.41901846107647,35.58669395822509,0,0.0,2.0,38.868836806697544
917,TK-100917-5013,91.13399802216175,4.319585781767209,42.750159165450825,1,0.0,0.0,41.7930316163355
918,TK-100918-6367,77.27043456198206,5.4166026605460305,0.0,0,1.0,2.0,18.069454184849945
919,TK-100919-9302,30.50848818248394,6.163681167906387,38.95181905764516,0,1.0,3.0,26.600880931759207
920,TK-100920-7959,85.13509819234346,4.611798252414262,32.10121953963118,0,0.0,0.0,40.66672576810117
921,TK-100921-7290,56.55733986871353,3.4286700371833394,40.93457835512101,0,1.0,2.0,37.50038932883181
922,TK-100922-1551,87.09141701705686,6.586533552062428,34.26425227037563,1,1.0,2.0,35.51686257174254
923,TK-100923-1133,79.98914419604864,6.298043652582047,26.344685050294935,0,1.0,3.0,25.729607905034992
924,TK-100924-7607,51.89101283519251,3.3507066189852948,31.77369766471249,0,1.0,1.0,36.8802079699187
925,TK-100925-7599,21.685198124008807,7.439797041989893,35.676215870274596,0,1.0,3.0,16.52793722623342
926,TK-100926-6124,40.15080195387095,7.106357676553887,42.281726269317964,0,0.0,3.0,28.777699046142224
927,TK-100927-2060,60.62256609956502,5.241733695046027,33.53177462274277,1,1.0,0.0,28.696093131568563
928,TK-100928-8384,67.51086648696105,5.143276152276865,25.32641031008315,0,2.0,2.0,34.6061223431695
929,TK-100929-3186,39.34157640749017,5.997303988008633,0.0,1,1.0,0.0,4.187468184518908
930,TK-100930-3665,30.45170555546181,3.4489344735387353,35.90764832045242,1,1.0,1.0,26.426193627905878
931,TK-100931-4170,82.61976775994744,5.054056662495348,36.486701031222026,1,2.0,3.0,35.517846977290006
932,TK-100932-3646,93.83016355276641,1.1257096197034753,42.35897212763544,1,1.0,0.0,38.991970864804536
933,TK-100933-1595,59.42676367270144,6.577620161905284,43.151385920719186,1,0.0,0.0,26.440517653335228
934,TK-100934-5106,32.87594643862276,2.189312199604653,30.246313020946666,0,1.0,0.0,29.246011231107182
935,TK-100935-6817,40.42304948895267,7.7061556911721985,30.070852335608453,0,,3.0,19.561568190131656
936,TK-100936-4421,21.379300741060007,4.40578383086039,26.678410312356213,1,,,12.670760756762112
937,TK-100937-3278,88.57241049203742,4.618999432523881,40.59052536224381,1,1.0,3.0,37.85009286067024
938,TK-100938-2164,28.831331216760585,3.87007896904789,46.59056086670172,0,0.0,2.0,40.90175547415898
939,TK-100939-1617,63.23873566356902,4.481530026940263,32.479344576728614,0,1.0,0.0,30.17654001210466
940,TK-100940-1450,40.554141551540454,7.553356421266466,33.068555482200054,1,2.0,,17.58251009295487
