,ID del ticket,Carga del servidor,Experiencia,Tiempo de diagnóstico,Cliente premium,Prioridad,Canal de entrada,Tiempo de resolución
449,TK-100449-4813,26.26,6,30,no,medio,chat,21.8
450,TK-100450-1537,78.29,5,37,sí,alto,web,34.6
451,TK-100451-3685,61.88,10,33,no,bajo,chat,32.9
452,TK-100452-2980,51.82,6,32,no,bajo,chat,29.6
453,TK-100453-6906,87.98,3,50,sí,medio,web,49.3
454,TK-100454-1539,28.34,5,44,no,medio,chat,
455,TK-100455-8046,56.95,2,36,no,alto,,30.1
456,TK-100456-8261,20.85,5,17,no,alto,chat,
457,TK-100457-9675,55.15,4,32,no,alto,web,30.3
458,TK-100458-7300,24.22,7,57,sí,bajo,teléfono,30.9
459,TK-100459-1051,28.91,4,33,sí,,web,23.5
460,TK-100460-9434,28.81,5,44,no,medio,chat,39.9
461,TK-100461-2686,68.69,4,0,sí,,,12.8
462,TK-100462-3821,75.95,8,37,no,medio,teléfono,28.5
463,TK-100463-7563,63.75,4,28,no,bajo,correo,32.4
464,TK-100464-9120,92.16,8,16,sí,alto,teléfono,15.8
465,TK-100465-9096,48.12,6,40,sí,medio,web,31.0
466,TK-100466-9616,41.43,6,28,no,medio,teléfono,24.4
467,TK-100467-9886,85.14,6,36,sí,medio,teléfono,33.8
468,TK-100468-9545,36.77,6,25,no,medio,web,
469,TK-100469-4690,92.24,2,33,no,medio,web,43.1
470,TK-100470-2689,20.91,4,35,no,medio,teléfono,23.4
471,TK-100471-9484,92.74,7,0,no,medio,correo,10.0
472,TK-100472-1716,23.24,5,26,no,bajo,chat,20.6
473,TK-100473-8283,86.84,2,45,sí,medio,web,49.8
474,TK-100474-5575,59.58,5,30,no,medio,web,38.4
475,TK-100475-5572,94.47,8,22,sí,medio,teléfono,21.5
476,TK-100476-1637,25.53,7,0,sí,medio,teléfono,0.6
477,TK-100477-8979,61.54,5,35,no,medio,correo,33.5
478,TK-100478-4948,92.7,7,36,sí,medio,teléfono,40.8
479,TK-100479-9881,59.23,4,46,sí,medio,correo,38.6
480,TK-100480-6550,67.2,2,33,sí,medio,teléfono,30.6
481,TK-100481-9903,72.18,3,34,sí,medio,web,33.3
482,TK-100482-9630,54.09,8,26,no,,web,21.9
483,TK-100483-4341,67.07,5,42,sí,,web,38.6
484,TK-100484-6550,63.82,5,36,no,bajo,web,37.8
485,TK-100485-5238,87.59,4,32,no,alto,web,33.5
486,TK-100486-2783,23.41,8,20,no,alto,web,13.0
487,TK-100487-2488,41.07,8,47,no,medio,chat,30.7
488,TK-100488-8160,91.28,9,25,no,medio,,36.5
489,TK-100489-1467,86.77,5,30,sí,alto,web,35.8
490,TK-100490-6583,54.17,6,38,no,,chat,36.4
491,TK-100491-2417,66.51,2,25,no,medio,correo,35.7
492,TK-100492-6905,40.8,8,23,no,bajo,correo,21.1
493,TK-100493-2776,34.11,3,18,no,medio,correo,18.0
494,TK-100494-2081,54.78,5,41,sí,alto,correo,32.9
495,TK-100495-3925,46.5,3,31,no,medio,web,35.2
496,TK-100496-5084,63.77,4,58,sí,medio,web,44.3
497,TK-100497-8628,25.83,3,27,no,alto,chat,23.3
498,TK-100498-7195,93.08,4,28,no,medio,web,
499,TK-100499-2011,93.97,4,30,no,medio,web,36.7
500,TK-100500-8902,72.36,4,37,no,medio,correo,39.3
501,TK-100501-1813,60.21,7,31,no,medio,web,37.9
502,TK-100502-1272,43.21,3,40,no,alto,correo,27.9
503,TK-100503-4644,81.03,5,27,sí,alto,chat,29.7
504,TK-100504-2716,71.35,7,24,no,medio,,25.9
505,TK-100505-7276,32.2,4,21,no,medio,chat,21.3
506,TK-100506-7232,88.32,4,17,no,bajo,web,33.1
507,TK-100507-7828,81.69,5,31,no,alto,chat,32.1
508,TK-100508-1356,91.23,7,33,no,medio,web,37.9
509,TK-100509-1203,74.43,5,30,no,medio,web,33.0
510,TK-100510-4745,66.01,4,45,sí,bajo,correo,39.1
511,TK-100511-2596,51.37,6,45,no,alto,,31.2
512,TK-100512-7614,89.95,3,32,no,bajo,web,43.6
513,TK-100513-1496,84.95,6,21,no,bajo,teléfono,25.0
514,TK-100514-1062,23.39,6,30,no,,chat,22.9
515,TK-100515-2579,21.98,4,30,sí,medio,web,26.0
516,TK-100516-9731,48.23,3,30,no,medio,teléfono,28.9
517,TK-100517-5293,80.79,3,29,no,medio,web,35.7
518,TK-100518-5876,94.05,6,30,no,medio,correo,34.4
519,TK-100519-8850,31.28,7,32,no,bajo,web,30.8
520,TK-100520-5125,64.56,4,30,sí,bajo,teléfono,23.4
521,TK-100521-3713,48.57,6,37,sí,alto,web,30.0
522,TK-100522-6328,92.74,1,38,no,,chat,46.5
523,TK-100523-8887,83.16,4,28,sí,bajo,chat,
524,TK-100524-4379,82.87,5,45,no,medio,chat,42.0
525,TK-100525-2598,55.15,3,27,sí,medio,web,23.9
526,TK-100526-8633,51.11,3,22,sí,medio,web,21.0
527,TK-100527-4178,40.51,4,38,no,alto,correo,29.8
528,TK-100528-9044,24.23,6,28,no,alto,teléfono,18.7
529,TK-100529-6113,84.85,5,38,sí,medio,chat,34.6
530,TK-100530-4372,80.97,1,16,sí,medio,chat,31.0
531,TK-100531-7763,94.98,1,46,sí,medio,correo,40.6
532,TK-100532-2069,94.75,4,40,no,medio,web,46.4
533,TK-100533-3776,61.66,6,23,sí,bajo,chat,22.1
534,TK-100534-2192,77.67,0,23,no,medio,web,36.5
535,TK-100535-1813,90.86,4,48,no,bajo,web,52.2
536,TK-100536-2152,83.72,4,29,no,alto,chat,32.1
537,TK-100537-6832,38.55,7,28,sí,medio,correo,16.9
538,TK-100538-2883,53.79,4,17,no,bajo,web,30.8
539,TK-100539-1267,29.69,6,32,no,bajo,,28.5
540,TK-100540-4671,91.55,5,33,sí,alto,,37.4
541,TK-100541-3812,65.46,1,41,sí,medio,teléfono,32.4
542,TK-100542-7562,37.15,6,24,no,medio,web,
543,TK-100543-8013,70.38,5,23,sí,medio,chat,30.1
544,TK-100544-6177,66.36,6,39,no,alto,web,28.7
545,TK-100545-5085,46.86,12,43,no,medio,correo,23.2
546,TK-100546-1383,28.52,1,22,no,,web,31.7
547,TK-100547-3850,70.37,8,44,no,,web,40.3
548,TK-100548-7721,59.02,4,35,no,medio,teléfono,32.3
549,TK-100549-8083,77.92,6,44,sí,alto,teléfono,30.6
550,TK-100550-2049,59.01,5,34,sí,bajo,web,34.4
551,TK-100551-2833,83.91,4,15,no,medio,correo,25.7
552,TK-100552-9989,61.39,4,34,no,medio,chat,38.9
553,TK-100553-5467,62.07,6,43,no,alto,web,39.1
554,TK-100554-3975,85.75,2,28,no,,web,41.0
555,TK-100555-6155,50.26,6,0,sí,medio,correo,4.7
556,TK-100556-8698,30.05,4,34,sí,bajo,teléfono,22.3
557,TK-100557-9000,22.16,3,12,no,bajo,web,19.6
558,TK-100558-2290,76.64,4,48,sí,medio,web,45.1
559,TK-100559-8961,66.52,7,28,no,medio,teléfono,23.8
560,TK-100560-8599,72.81,4,39,no,medio,chat,41.1
561,TK-100561-8186,35.97,6,34,no,alto,correo,30.8
562,TK-100562-8506,30.23,4,45,no,medio,web,40.4
563,TK-100563-3187,21.09,6,38,sí,medio,,20.7
564,TK-100564-9258,46.29,6,33,sí,,web,33.2
565,TK-100565-8791,64.24,8,28,no,bajo,web,29.7
566,TK-100566-7770,49.42,5,41,no,medio,correo,
567,TK-100567-9770,52.81,6,20,no,medio,,20.5
568,TK-100568-8934,87.81,5,40,no,medio,chat,36.6
569,TK-100569-2605,46.12,7,26,no,alto,web,22.9
570,TK-100570-8987,58.55,4,45,sí,medio,chat,37.9
571,TK-100571-8165,78.77,6,36,sí,,web,
572,TK-100572-7054,49.74,5,40,no,alto,web,36.4
573,TK-100573-5505,66.66,5,36,sí,medio,chat,32.1
574,TK-100574-8247,84.68,5,21,no,bajo,chat,35.6
575,TK-100575-6807,91.21,5,28,no,bajo,web,
576,TK-100576-7256,31.03,5,40,sí,medio,web,
577,TK-100577-9051,89.49,5,36,no,alto,web,41.9
578,TK-100578-5284,56.91,8,44,no,bajo,correo,30.8
579,TK-100579-3154,39.37,7,38,no,medio,chat,33.9
580,TK-100580-8742,54.44,7,27,sí,medio,web,26.4
581,TK-100581-3804,93.5,4,29,no,alto,correo,32.3
582,TK-100582-3220,56.95,3,36,no,medio,web,39.8
583,TK-100583-1721,44.66,7,16,no,alto,web,25.9
584,TK-100584-7974,67.51,7,48,sí,medio,chat,38.4
585,TK-100585-6803,38.01,8,39,no,bajo,chat,32.1
586,TK-100586-4394,25.69,4,45,no,,web,37.2
587,TK-100587-5025,29.67,5,22,no,medio,web,21.6
588,TK-100588-9128,29.6,2,45,no,medio,web,42.1
589,TK-100589-6156,31.39,4,53,no,alto,correo,33.0
590,TK-100590-5812,30.41,7,24,no,bajo,web,25.0
591,TK-100591-9650,68.07,4,41,sí,medio,,33.0
592,TK-100592-9818,33.64,6,35,no,,web,33.4
593,TK-100593-3456,45.93,5,23,sí,medio,web,24.6
594,TK-100594-1206,87.26,6,39,no,alto,chat,42.0
595,TK-100595-2356,55.55,3,42,no,bajo,web,41.9
596,TK-100596-8461,70.07,5,30,sí,medio,chat,29.2
597,TK-100597-8156,32.92,0,44,no,bajo,,37.1
598,TK-100598-9151,34.42,5,22,no,medio,chat,21.7
599,TK-100599-7522,23.07,2,0,sí,bajo,web,13.3
600,TK-100600-3673,32.67,7,36,no,medio,teléfono,25.9
601,TK-100601-2049,40.89,6,35,no,medio,,28.3
602,TK-100602-7823,33.28,6,29,no,,,28.2
603,TK-100603-3591,26.65,8,41,no,bajo,teléfono,
604,TK-100604-7876,29.05,3,39,no,medio,web,36.1
605,TK-100605-5004,54.56,8,42,no,medio,web,40.7
606,TK-100606-6973,35.48,7,34,no,medio,chat,25.3
607,TK-100607-9282,47.32,5,40,no,bajo,chat,33.7
608,TK-100608-9667,57.76,7,31,no,,chat,
609,TK-100609-9056,71.78,3,51,no,medio,chat,
610,TK-100610-3046,22.95,4,28,no,bajo,chat,30.0
611,TK-100611-6307,79.96,4,52,no,bajo,correo,48.1
612,TK-100612-8736,67.09,4,0,no,alto,web,18.1
613,TK-100613-4690,26.13,3,24,no,bajo,,24.8
614,TK-100614-4266,85.52,7,46,no,alto,teléfono,43.9
615,TK-100615-5629,89.07,5,36,no,medio,correo,38.8
616,TK-100616-3745,24.58,6,42,no,medio,correo,29.0
617,TK-100617-8023,40.77,4,45,sí,medio,web,37.9
618,TK-100618-9276,80.47,2,38,no,bajo,teléfono,43.1
619,TK-100619-3639,76.12,5,30,no,medio,web,36.4
620,TK-100620-5936,33.84,2,0,no,medio,correo,9.9
621,TK-100621-1076,35.7,5,35,no,alto,correo,27.2
622,TK-100622-7473,47.79,3,40,no,medio,web,45.5
623,TK-100623-4504,56.34,9,18,no,medio,chat,24.2
624,TK-100624-3424,66.37,7,39,no,bajo,correo,40.0
625,TK-100625-7484,47.67,5,30,no,medio,,27.8
626,TK-100626-6296,54.69,7,48,no,bajo,web,38.7
627,TK-100627-7567,76.06,3,40,no,bajo,,45.1
628,TK-100628-7086,22.75,6,37,no,bajo,,31.4
629,TK-100629-3221,38.93,5,39,no,medio,web,37.2
630,TK-100630-1405,73.5,5,27,sí,medio,web,
631,TK-100631-3129,87.14,7,48,sí,medio,web,46.4
632,TK-100632-7834,58.38,6,51,no,medio,,41.0
633,TK-100633-1397,59.91,6,38,no,alto,chat,32.4
634,TK-100634-4473,28.04,2,48,no,,chat,36.3
635,TK-100635-5989,53.56,3,30,no,,chat,28.0
636,TK-100636-4926,59.95,5,29,sí,medio,correo,27.8
637,TK-100637-2944,38.19,5,35,sí,alto,,22.8
638,TK-100638-9629,40.19,3,38,no,medio,web,33.0
639,TK-100639-6391,48.3,9,32,sí,medio,web,19.6
640,TK-100640-6399,21.51,8,39,no,,chat,27.7
641,TK-100641-1222,44.16,6,0,no,alto,chat,14.2
642,TK-100642-2610,35.86,5,27,no,bajo,chat,26.9
643,TK-100643-8830,44.56,5,0,sí,bajo,chat,7.0
644,TK-100644-5604,28.98,3,42,sí,medio,,32.1
645,TK-100645-5000,86.79,5,36,no,alto,correo,34.6
646,TK-100646-3664,64.52,5,44,no,medio,correo,29.3
647,TK-100647-2065,70.93,3,25,sí,medio,,30.2
648,TK-100648-6364,79.19,6,39,no,alto,chat,36.6
649,TK-100649-6393,57.38,5,26,sí,medio,correo,25.4
650,TK-100650-8102,26.52,2,26,no,medio,,34.8
651,TK-100651-8501,60.28,3,30,sí,medio,web,35.1
652,TK-100652-1603,64.01,4,27,no,alto,web,30.7
653,TK-100653-6130,75.91,8,31,no,medio,,27.6
654,TK-100654-7295,52.37,6,33,sí,alto,web,34.8
655,TK-100655-9380,29.57,3,42,no,bajo,web,39.3
656,TK-100656-8103,41.28,6,32,no,medio,web,30.3
657,TK-100657-9867,47.23,2,22,no,,chat,30.5
658,TK-100658-1637,68.44,7,44,sí,medio,correo,33.3
659,TK-100659-2844,62.81,4,28,no,alto,teléfono,26.0
660,TK-100660-1046,46.71,5,35,sí,medio,web,28.4
661,TK-100661-1819,93.99,7,39,no,bajo,web,41.6
662,TK-100662-4807,65.43,3,37,no,bajo,web,42.6
663,TK-100663-4022,37.79,2,44,no,medio,chat,36.8
664,TK-100664-2080,27.63,4,39,no,bajo,chat,32.0
665,TK-100665-4146,31.46,7,28,no,medio,correo,21.2
666,TK-100666-2277,38.45,2,52,no,alto,web,42.3
667,TK-100667-7741,32.05,0,37,sí,medio,chat,37.1
668,TK-100668-3217,33.99,4,34,sí,medio,teléfono,14.7
669,TK-100669-6265,41.38,6,43,no,medio,web,
670,TK-100670-3886,33.0,7,37,no,medio,web,33.4
671,TK-100671-6634,87.26,4,38,sí,bajo,teléfono,30.5
672,TK-100672-9987,26.02,4,55,no,alto,correo,34.8
673,TK-100673-4328,59.34,7,33,no,,chat,29.6
674,TK-100674-8293,50.78,2,32,no,bajo,,33.3
675,TK-100675-4006,93.68,4,36,sí,bajo,web,39.6
676,TK-100676-7958,28.4,5,44,no,bajo,teléfono,27.8
677,TK-100677-8972,49.84,6,23,sí,,web,28.4
678,TK-100678-5143,92.71,4,19,sí,,teléfono,28.2
679,TK-100679-6517,84.91,5,30,no,medio,teléfono,36.2
680,TK-100680-2218,81.28,1,0,sí,medio,correo,20.7
681,TK-100681-9018,39.34,4,32,sí,,chat,
682,TK-100682-9916,32.82,6,39,sí,alto,teléfono,19.8
683,TK-100683-2344,70.15,3,28,no,medio,chat,36.0
684,TK-100684-1137,89.7,5,24,sí,medio,web,
685,TK-100685-5450,61.76,6,36,sí,alto,web,32.3
686,TK-100686-5906,62.87,4,42,no,medio,teléfono,34.9
687,TK-100687-3759,41.0,5,21,no,medio,chat,22.2
688,TK-100688-1058,77.71,3,42,no,bajo,web,
689,TK-100689-1770,34.03,5,42,no,,web,36.8
690,TK-100690-1388,44.28,6,43,no,bajo,correo,33.0
691,TK-100691-4422,51.91,5,45,no,bajo,correo,41.1
692,TK-100692-8012,58.07,4,53,sí,alto,chat,36.4
693,TK-100693-5852,38.18,5,32,no,medio,teléfono,
694,TK-100694-1595,28.61,6,36,no,alto,chat,27.6
695,TK-100695-9627,65.8,1,32,sí,medio,chat,33.8
696,TK-100696-2982,41.65,7,35,no,alto,web,29.2
697,TK-100697-9965,63.59,4,47,sí,medio,teléfono,31.4
698,TK-100698-9209,31.58,6,24,no,medio,teléfono,21.4
699,TK-100699-5330,56.09,7,0,no,medio,chat,11.5
700,TK-100700-6429,59.94,3,46,no,bajo,web,45.5
701,TK-100701-2692,23.89,4,43,sí,medio,web,35.2
702,TK-100702-3770,45.25,4,32,sí,medio,web,26.8
703,TK-100703-5376,30.08,4,42,sí,bajo,correo,26.4
704,TK-100704-5926,24.75,8,38,sí,medio,web,19.3
705,TK-100705-4267,94.25,3,0,no,bajo,teléfono,23.1
706,TK-100706-8564,44.18,4,36,no,,chat,31.4
707,TK-100707-2695,80.74,5,43,no,medio,correo,
708,TK-100708-2586,39.1,3,56,no,alto,correo,34.3
709,TK-100709-5680,71.11,4,40,no,medio,chat,45.1
710,TK-100710-6447,77.02,6,35,no,medio,,35.3
711,TK-100711-6460,64.67,4,41,sí,alto,web,
712,TK-100712-8965,55.37,5,32,no,medio,web,32.2
713,TK-100713-3268,50.89,4,54,no,medio,correo,43.3
714,TK-100714-8249,46.17,2,36,no,bajo,web,39.5
715,TK-100715-8461,89.71,6,33,no,medio,teléfono,
716,TK-100716-4486,82.3,8,28,no,medio,chat,31.4
717,TK-100717-6801,92.38,5,44,sí,medio,teléfono,38.1
718,TK-100718-3749,29.32,5,42,no,alto,,30.8
719,TK-100719-8785,74.82,6,31,sí,medio,web,31.4
720,TK-100720-7975,90.38,3,40,no,bajo,chat,48.2
721,TK-100721-2405,33.59,8,23,no,alto,chat,12.4
722,TK-100722-4575,24.99,5,36,no,medio,correo,22.1
723,TK-100723-3727,75.58,8,39,no,alto,web,37.6
724,TK-100724-7487,63.09,4,49,no,,teléfono,40.7
725,TK-100725-7291,83.14,8,29,sí,bajo,web,
726,TK-100726-3501,30.48,6,25,sí,medio,web,20.0
727,TK-100727-1937,79.65,6,28,no,medio,web,35.5
728,TK-100728-2755,35.12,5,24,sí,bajo,correo,18.1
729,TK-100729-4390,32.27,5,46,sí,medio,web,31.6
730,TK-100730-6816,32.32,7,47,sí,medio,web,32.4
731,TK-100731-2216,81.09,5,38,no,,web,
732,TK-100732-2203,69.89,1,45,sí,bajo,teléfono,41.7
733,TK-100733-2890,59.23,3,36,no,medio,,28.3
734,TK-100734-9582,46.91,5,34,no,bajo,web,38.8
735,TK-100735-8688,85.79,6,32,no,medio,,38.5
736,TK-100736-7500,49.43,5,33,sí,bajo,correo,28.2
737,TK-100737-7716,81.24,7,23,no,bajo,web,35.4
738,TK-100738-4746,52.94,1,37,no,medio,web,45.2
739,TK-100739-9290,48.27,5,0,no,bajo,teléfono,13.9
740,TK-100740-3195,54.7,2,41,no,,web,36.8
741,TK-100741-5665,42.6,6,36,no,alto,web,25.9
742,TK-100742-8349,76.07,5,34,sí,medio,teléfono,
743,TK-100743-5398,57.7,6,28,no,medio,correo,27.0
744,TK-100744-4629,37.42,3,36,sí,alto,chat,28.7
745,TK-100745-8766,87.47,7,41,sí,alto,chat,32.3
746,TK-100746-7147,48.79,7,26,no,alto,chat,23.8
747,TK-100747-2063,60.77,6,36,no,bajo,web,35.0
748,TK-100748-9830,87.99,5,37,sí,medio,,37.1
749,TK-100749-9743,66.82,6,29,no,alto,chat,25.1
750,TK-100750-4275,28.77,4,30,no,alto,teléfono,19.1
751,TK-100751-1976,90.49,7,37,sí,medio,teléfono,27.6
752,TK-100752-5069,67.08,8,26,no,bajo,web,27.8
753,TK-100753-7402,45.12,7,38,no,alto,web,33.8
754,TK-100754-1345,30.45,4,28,no,medio,,25.5
755,TK-100755-5942,79.55,6,44,sí,medio,correo,43.9
756,TK-100756-3942,66.51,3,54,sí,medio,web,48.3
757,TK-100757-8404,60.01,6,28,sí,medio,correo,24.1
758,TK-100758-2076,87.04,6,39,sí,bajo,correo,34.2
759,TK-100759-4770,79.14,2,29,no,medio,web,42.4
760,TK-100760-6652,31.38,3,43,no,alto,web,
761,TK-100761-9424,43.38,4,25,no,medio,web,28.5
762,TK-100762-9048,38.64,4,39,no,medio,web,42.6
763,TK-100763-1450,75.8,3,28,sí,alto,web,31.9
764,TK-100764-1350,22.51,6,33,no,medio,web,31.0
765,TK-100765-5004,62.74,5,27,no,medio,correo,25.4
766,TK-100766-5678,77.18,5,42,sí,medio,,34.1
767,TK-100767-1244,85.76,4,28,sí,bajo,web,42.4
768,TK-100768-5645,45.66,7,0,no,bajo,teléfono,6.6
769,TK-100769-5734,81.59,8,32,no,medio,chat,38.8
770,TK-100770-1440,28.3,4,34,no,alto,teléfono,25.5
771,TK-100771-6915,83.48,4,36,sí,medio,web,37.1
772,TK-100772-1411,29.56,6,29,sí,bajo,,22.6
773,TK-100773-1813,49.8,4,37,no,medio,teléfono,33.3
774,TK-100774-5678,79.8,5,47,no,bajo,chat,49.0
775,TK-100775-2730,31.24,6,29,sí,medio,chat,16.1
776,TK-100776-7643,37.19,2,44,no,bajo,web,41.0
777,TK-100777-2974,74.17,7,47,no,alto,teléfono,34.1
778,TK-100778-1549,74.0,5,28,no,bajo,chat,35.1
779,TK-100779-2937,68.09,4,23,sí,bajo,chat,30.9
780,TK-100780-1203,72.05,5,37,no,medio,correo,36.3
781,TK-100781-4588,60.7,5,31,no,bajo,,
782,TK-100782-8083,38.88,2,50,no,medio,web,45.4
783,TK-100783-3536,45.93,8,35,sí,alto,correo,22.8
784,TK-100784-6788,33.62,5,29,sí,bajo,teléfono,22.4
785,TK-100785-9298,88.13,6,26,no,medio,chat,36.9
786,TK-100786-4811,63.75,7,44,no,alto,chat,38.5
787,TK-100787-3701,50.06,3,0,no,medio,web,18.6
788,TK-100788-8825,54.65,6,35,no,alto,teléfono,
789,TK-100789-6974,91.05,5,43,sí,bajo,,39.9
790,TK-100790-4936,31.5,7,0,no,,teléfono,7.6
791,TK-100791-5090,63.97,1,35,no,bajo,teléfono,38.3
792,TK-100792-7956,57.94,5,35,no,medio,web,36.6
793,TK-100793-3546,65.86,4,40,sí,medio,web,34.1
794,TK-100794-4736,21.36,6,40,no,bajo,,29.5
795,TK-100795-2672,85.41,6,33,no,medio,web,41.8
796,TK-100796-1401,89.91,4,36,no,bajo,chat,
797,TK-100797-9793,62.38,4,32,no,alto,web,36.4
798,TK-100798-5313,72.25,5,23,no,bajo,web,34.1
799,TK-100799-7352,89.19,3,37,no,bajo,web,46.5
800,TK-100800-9479,73.04,7,50,no,medio,chat,46.2
801,TK-100801-1087,31.44,4,28,no,bajo,web,28.3
802,TK-100802-8146,63.22,0,0,no,medio,web,23.4
803,TK-100803-7279,65.5,4,28,no,medio,teléfono,27.1
804,TK-100804-3205,51.81,3,41,sí,alto,web,33.2
805,TK-100805-3967,75.23,2,39,sí,medio,web,39.9
806,TK-100806-5250,90.08,3,34,no,medio,teléfono,38.6
807,TK-100807-4534,89.42,5,28,no,,web,
808,TK-100808-9411,53.81,7,36,no,alto,chat,32.7
809,TK-100809-4238,28.49,6,22,sí,medio,correo,12.6
810,TK-100810-9513,93.86,4,0,sí,medio,correo,16.1
811,TK-100811-3738,82.92,6,42,sí,medio,web,38.2
812,TK-100812-5936,29.35,4,25,no,medio,chat,28.9
813,TK-100813-2836,89.06,4,23,no,alto,correo,30.6
814,TK-100814-3559,85.24,3,48,no,,,53.1
815,TK-100815-2568,58.91,2,30,sí,bajo,web,31.0
816,TK-100816-5720,64.35,4,44,no,bajo,correo,
817,TK-100817-8957,49.93,5,34,no,bajo,chat,36.4
818,TK-100818-9544,24.11,5,34,sí,bajo,chat,26.3
819,TK-100819-7525,45.14,4,39,no,bajo,teléfono,35.9
820,TK-100820-8935,80.21,3,28,sí,medio,correo,28.8
821,TK-100821-9221,20.35,6,36,no,bajo,web,34.4
822,TK-100822-8514,45.01,3,32,no,medio,,35.9
823,TK-100823-8065,49.86,6,24,no,bajo,chat,26.2
824,TK-100824-7737,60.3,3,38,sí,bajo,correo,32.9
825,TK-100825-3540,88.99,4,33,sí,medio,web,42.6
826,TK-100826-4819,45.98,2,34,no,alto,web,38.7
827,TK-100827-9686,46.02,4,25,sí,medio,web,24.2
828,TK-100828-9023,75.31,7,48,no,medio,correo,38.4
829,TK-100829-1834,53.92,6,42,no,medio,chat,35.4
830,TK-100830-4324,36.85,7,43,no,bajo,web,32.0
831,TK-100831-1629,53.93,6,33,no,medio,web,29.7
832,TK-100832-3986,30.56,3,21,no,bajo,correo,20.5
833,TK-100833-9221,33.23,4,51,no,medio,chat,36.7
834,TK-100834-9079,57.38,4,35,no,medio,correo,32.9
835,TK-100835-8933,51.42,7,29,sí,medio,web,25.5
836,TK-100836-4782,88.61,3,0,sí,bajo,web,
837,TK-100837-9998,47.18,7,44,sí,medio,correo,26.5
838,TK-100838-7485,63.54,7,35,no,bajo,chat,38.1
839,TK-100839-6406,67.42,8,45,no,bajo,web,40.4
840,TK-100840-4468,20.98,4,44,no,medio,correo,30.5
841,TK-100841-8144,69.77,6,26,no,medio,teléfono,28.1
842,TK-100842-9412,33.35,9,30,no,bajo,correo,18.0
843,TK-100843-6275,92.08,4,43,no,medio,web,48.5
844,TK-100844-6867,31.15,2,13,sí,,chat,15.7
845,TK-100845-7516,51.1,2,34,no,bajo,correo,37.3
846,TK-100846-5626,26.4,6,24,no,medio,teléfono,17.5
847,TK-100847-3262,94.77,2,31,no,bajo,teléfono,48.1
848,TK-100848-3414,57.66,4,33,sí,medio,chat,28.2
849,TK-100849-6240,64.65,6,32,no,bajo,correo,30.8
850,TK-100850-6122,25.03,5,31,no,alto,correo,19.1
851,TK-100851-5993,76.25,6,26,no,medio,web,31.6
852,TK-100852-9964,35.74,5,53,no,medio,web,
853,TK-100853-3492,87.35,7,50,no,bajo,web,52.0
854,TK-100854-9211,35.39,3,26,sí,,chat,25.8
855,TK-100855-9997,34.3,4,48,sí,alto,chat,31.1
856,TK-100856-3175,22.74,4,32,no,,web,26.8
857,TK-100857-3405,55.41,6,36,sí,alto,web,29.9
858,TK-100858-4363,62.36,7,34,no,bajo,web,34.6
859,TK-100859-8341,24.93,6,30,no,medio,chat,26.3
860,TK-100860-8900,78.16,7,43,no,,web,41.7
861,TK-100861-2605,54.0,3,36,sí,medio,correo,26.0
862,TK-100862-3557,59.33,8,31,no,,chat,31.4
863,TK-100863-9635,53.06,8,25,sí,bajo,correo,25.7
864,TK-100864-3042,50.06,6,28,no,bajo,chat,27.4
865,TK-100865-1778,61.97,8,22,no,bajo,correo,22.2
866,TK-100866-4159,31.64,2,35,no,alto,teléfono,27.9
867,TK-100867-7395,33.64,4,25,sí,alto,correo,18.7
868,TK-100868-2746,84.63,4,33,no,medio,,42.9
869,TK-100869-6974,90.96,6,46,sí,medio,chat,47.1
870,TK-100870-6150,48.0,3,45,no,medio,teléfono,35.4
871,TK-100871-1420,40.31,6,35,no,medio,,28.3
872,TK-100872-3108,68.3,7,34,no,bajo,web,32.1
873,TK-100873-5674,50.66,6,50,no,medio,web,38.9
874,TK-100874-6345,21.9,6,39,no,medio,teléfono,25.3
875,TK-100875-4996,31.71,3,32,sí,medio,web,33.5
876,TK-100876-7082,73.7,3,24,no,,chat,33.0
877,TK-100877-4910,69.42,7,38,sí,medio,web,34.0
878,TK-100878-3626,22.03,6,42,sí,,,25.6
879,TK-100879-1490,36.65,5,30,sí,medio,chat,27.7
880,TK-100880-6932,37.33,4,37,sí,medio,correo,
881,TK-100881-4371,70.39,1,32,no,medio,chat,37.6
882,TK-100882-5064,21.48,3,34,no,,correo,25.2
883,TK-100883-6837,27.81,8,15,sí,medio,web,14.8
884,TK-100884-5989,79.99,3,33,sí,medio,correo,
885,TK-100885-6971,33.39,5,43,no,medio,web,
886,TK-100886-4380,68.96,7,30,no,medio,web,34.5
887,TK-100887-6689,37.86,3,35,no,medio,,33.9
888,TK-100888-9603,27.46,5,29,no,,teléfono,22.7
889,TK-100889-8473,38.24,7,38,no,medio,web,
890,TK-100890-2676,74.17,5,33,no,medio,web,40.1
891,TK-100891-8790,84.18,10,27,no,alto,web,29.6
892,TK-100892-6282,82.27,2,46,sí,medio,web,49.2
893,TK-100893-3711,49.79,7,42,no,alto,web,
894,TK-100894-1602,70.11,5,30,sí,medio,web,36.2
895,TK-100895-2937,35.37,6,39,no,bajo,,36.1
896,TK-100896-9121,41.99,6,39,no,alto,web,31.7
897,TK-100897-9217,87.23,4,40,no,,web,45.8
898,TK-100898-7812,20.98,5,21,sí,alto,chat,17.7
899,TK-100899-2067,26.41,2,43,no,medio,teléfono,30.5
900,TK-100900-6252,35.59,6,30,sí,,correo,23.5
